label,sum_1,sum_2,sum_3,sum_4
7,32,132,67,78
7,49,112,99,62
7,27,138,68,59
7,41,118,85,74
7,87,129,99,24
7,58,102,117,57
7,40,126,32,101
7,64,128,88,40
7,55,116,80,47
7,42,111,62,52
7,62,115,79,70
7,43,140,83,56
7,72,66,72,68
7,36,160,112,35
7,71,131,77,67
7,53,139,66,47
7,70,78,95,57
7,52,147,67,81
7,30,102,88,82
7,29,121,107,49
7,49,114,50,86
7,57,126,113,31
7,52,109,45,58
7,56,101,82,38
7,59,142,82,45
7,55,126,92,45
7,58,109,108,53
7,38,131,62,82
7,55,153,83,32
7,50,107,102,84
7,48,88,89,31
7,67,103,33,117
7,48,92,85,69
7,64,129,84,13
7,51,148,72,34
7,88,118,105,50
7,34,142,50,52
7,49,130,69,25
7,58,129,107,45
7,65,125,76,38
7,50,136,95,56
7,62,134,94,56
7,67,156,102,37
7,60,94,107,56
7,26,126,82,54
7,61,86,77,59
7,58,99,63,47
7,53,121,60,68
7,65,111,76,80
7,58,150,63,46
7,44,86,105,53
7,57,111,106,48
7,60,125,52,80
7,48,124,66,38
7,62,93,70,34
7,46,147,36,45
7,73,88,89,49
7,97,131,89,22
7,51,106,104,56
7,69,89,97,72
7,59,114,65,37
7,67,103,92,41
7,57,146,82,27
7,21,167,44,95
7,96,73,77,57
7,48,122,47,53
7,30,95,92,54
7,54,101,88,65
7,38,100,82,38
7,28,135,54,43
7,51,145,65,49
7,61,137,42,103
7,49,137,112,52
7,61,126,90,69
7,35,96,72,67
7,56,100,72,55
7,79,85,101,63
7,87,138,53,66
7,51,124,83,56
7,59,141,75,70
7,57,108,84,26
7,41,87,103,59
7,60,140,95,29
7,29,123,45,77
7,53,118,120,59
7,50,121,69,38
7,83,99,114,52
7,28,113,51,58
7,30,97,76,62
7,21,128,58,63
7,78,79,85,69
7,45,104,90,67
7,46,133,81,68
7,59,140,90,14
7,36,124,53,50
7,52,109,88,56
7,60,126,74,35
7,49,118,100,68
7,55,96,111,57
7,54,110,86,78
7,100,129,72,17
7,67,118,117,46
7,64,114,88,28
7,54,124,80,49
7,52,151,54,47
7,73,106,80,8
7,43,119,101,43
7,79,132,91,43
7,43,136,78,35
7,89,120,75,57
7,70,134,53,51
7,68,142,84,29
7,63,139,63,26
7,81,59,127,66
7,35,117,87,56
7,41,128,87,77
7,54,69,80,66
7,56,135,80,26
7,71,132,90,51
7,48,81,82,49
7,76,123,58,69
7,33,114,77,58
7,67,107,78,34
7,40,149,68,88
7,16,149,40,88
7,31,93,77,62
7,70,165,84,18
7,51,113,99,81
7,61,138,100,40
7,63,111,101,50
7,59,135,94,37
7,47,100,108,57
7,28,119,86,64
7,32,112,76,67
7,39,155,61,91
7,67,90,62,63
7,56,102,71,27
7,53,80,101,42
7,58,95,59,47
7,36,113,71,80
7,35,142,28,50
8,89,83,80,53
8,73,67,74,66
8,107,89,88,48
8,99,40,112,85
8,92,76,93,32
8,91,91,82,72
8,79,85,89,41
8,77,66,62,73
8,91,81,97,43
8,98,58,104,4
8,113,65,98,98
8,70,43,65,87
8,90,78,76,48
8,101,99,92,89
8,94,96,71,99
8,96,93,70,103
8,86,70,84,97
8,90,96,76,87
8,96,70,117,13
8,75,86,72,71
8,67,90,72,102
8,109,51,92,88
8,78,86,100,30
8,103,119,95,78
8,76,81,85,91
8,109,106,110,61
8,67,71,70,66
8,83,76,77,96
8,109,66,111,23
8,72,63,69,79
8,107,110,109,41
8,75,83,58,90
8,78,97,92,78
8,80,81,78,54
8,53,60,90,71
8,85,30,72,78
8,83,66,71,82
8,87,108,106,99
8,98,93,68,106
8,76,99,89,62
8,103,111,88,102
8,122,83,86,65
8,100,99,73,95
8,102,36,99,65
8,96,101,74,89
8,83,88,88,77
8,82,81,86,46
8,92,67,102,75
8,99,94,98,100
8,83,71,72,69
8,113,98,86,101
8,98,90,109,44
8,107,110,116,22
8,96,104,70,101
8,103,91,111,31
8,75,56,67,83
8,116,115,90,77
8,88,66,77,52
8,83,105,95,85
8,78,86,68,74
8,55,96,68,51
8,109,96,105,84
8,102,90,105,57
8,113,113,69,111
8,82,80,89,34
8,66,90,71,94
8,103,74,71,89
8,106,91,97,92
8,96,82,80,94
8,100,83,82,65
8,109,83,99,60
8,108,92,86,83
8,75,113,84,69
8,96,88,101,75
8,96,116,94,102
8,102,97,100,102
8,89,105,74,109
8,106,68,82,78
8,87,60,64,65
8,88,86,91,74
8,128,76,82,105
8,86,125,89,89
8,80,89,85,93
8,99,68,104,122
8,90,100,90,94
8,101,122,92,50
8,105,94,92,101
8,104,71,112,20
8,85,78,79,85
8,93,97,71,69
8,91,124,92,76
8,101,78,106,99
8,92,98,94,91
8,105,107,94,102
8,98,104,106,58
8,97,101,89,95
8,99,104,94,88
8,98,103,78,67
8,92,95,84,86
8,110,96,91,65
8,96,65,91,91
8,68,73,84,56
8,85,44,85,93
8,128,68,90,95
8,71,77,100,75
8,86,64,75,78
8,109,108,83,97
8,83,79,68,67
8,89,75,110,43
8,69,66,84,80
8,90,89,93,107
8,65,83,71,107
8,61,75,73,66
8,104,117,117,60
8,109,103,103,91
8,97,100,88,93
8,89,90,90,81
8,103,77,92,103
8,75,75,59,66
8,84,121,80,97
8,100,77,103,54
8,93,91,78,82
8,77,93,85,74
8,107,50,110,6
8,114,98,62,88
8,96,91,95,68
8,84,98,68,93
8,88,85,81,74
8,86,78,79,70
8,81,57,75,76
8,90,90,68,76
8,110,86,125,27
8,90,67,93,89
8,88,68,78,70
8,96,75,81,76
8,95,83,69,78
8,91,63,90,89
8,97,81,100,34
8,98,77,62,127
8,76,74,92,32
8,107,90,83,70
8,108,94,95,97
8,100,96,111,34
8,96,69,88,96
8,97,107,92,84
8,113,84,101,101
8,111,68,68,86
8,99,93,92,90
8,101,81,85,80
8,91,103,107,109
8,78,107,104,83
8,77,64,73,61
8,69,83,65,87
8,93,79,83,53
8,62,85,59,77
8,94,108,100,100
8,92,93,79,79
8,93,63,71,53
8,103,121,118,59
8,101,101,105,104
8,76,63,99,19
8,98,84,89,79
8,84,81,84,95
8,82,72,75,73
8,106,92,76,85
8,96,102,76,94
8,109,93,90,102
8,89,112,75,96
8,106,92,93,71
8,115,94,123,29
8,72,87,81,61
8,75,77,72,78
8,119,84,95,91
8,65,84,74,76
8,115,110,77,98
8,109,103,97,96
8,89,44,99,26
8,45,93,72,109
8,81,83,73,53
8,109,93,99,91
9,102,97,48,121
9,62,98,39,73
9,90,119,19,61
9,68,120,8,71
9,92,124,1,65
9,79,107,36,107
9,105,84,26,92
9,84,80,31,100
9,94,105,52,88
9,105,82,48,99
9,109,121,50,99
9,102,112,44,46
9,89,103,60,84
9,114,97,56,68
9,83,118,39,77
9,101,103,65,109
9,67,124,5,59
9,79,106,17,70
9,84,94,44,102
9,86,93,44,64
9,87,93,40,100
9,79,89,17,72
9,68,99,59,43
9,72,64,41,95
9,96,112,72,59
9,127,105,55,76
9,74,100,20,131
9,104,139,42,70
9,127,114,52,63
9,95,91,31,78
9,81,121,27,48
9,67,137,6,54
9,113,89,56,124
9,94,88,47,111
9,117,83,38,120
9,102,80,53,83
9,97,92,44,96
9,92,158,24,90
9,113,115,69,38
9,88,131,39,87
9,110,95,50,110
9,94,115,57,111
9,67,92,34,89
9,69,64,42,90
9,87,91,28,88
9,114,83,43,120
9,41,87,18,101
9,106,103,61,104
9,110,102,53,98
9,113,113,40,103
9,103,78,46,114
9,79,97,22,65
9,92,119,39,44
9,79,91,17,85
9,91,105,47,44
9,78,130,0,60
9,81,159,24,69
9,65,115,11,81
9,62,106,22,107
9,76,114,41,71
9,98,105,59,113
9,66,114,12,119
9,106,131,29,95
9,85,144,21,91
9,82,98,26,96
9,118,115,38,101
9,107,111,43,104
9,88,72,31,77
9,102,102,33,105
9,110,90,54,104
9,119,63,41,104
9,114,104,48,103
9,59,140,19,56
9,95,136,38,53
9,103,73,47,117
9,87,99,25,81
9,96,92,24,90
9,85,126,10,75
9,105,85,34,76
9,110,88,37,109
9,105,112,27,60
9,80,87,30,71
9,95,97,41,89
9,98,127,36,88
9,62,136,2,70
9,63,62,44,88
9,113,130,65,45
9,99,105,63,107
9,70,123,30,95
9,102,102,32,77
9,99,111,29,71
9,86,98,56,110
9,108,92,62,94
9,112,124,36,72
9,110,111,59,94
9,72,133,4,81
9,64,122,2,77
9,97,85,44,112
9,105,112,47,84
9,52,115,40,82
9,95,83,30,89
9,103,127,19,108
9,86,78,28,119
9,110,110,44,97
9,97,107,50,73
9,88,96,37,37
9,71,103,22,102
9,122,124,80,20
9,88,100,51,96
9,107,119,23,84
9,77,86,35,90
9,80,97,40,79
9,92,127,34,60
9,62,72,42,104
9,102,159,27,81
9,82,144,43,97
9,93,116,78,29
9,77,160,2,71
9,86,114,20,57
9,99,91,37,76
9,88,101,42,105
9,107,107,42,92
9,104,107,32,64
9,62,64,47,81
9,118,101,29,91
9,88,99,25,53
9,91,121,70,73
9,58,124,25,64
9,69,156,13,70
9,76,99,33,61
9,107,98,55,97
9,107,127,60,56
9,87,112,37,83
9,107,102,55,109
9,101,82,33,98
9,122,97,63,118
9,80,82,42,84
9,93,84,29,108
9,92,103,32,88
9,89,124,45,80
9,88,130,47,91
9,104,97,69,117
9,88,76,51,90
9,115,86,50,89
9,85,168,33,65
9,67,140,19,58
9,103,100,36,110
9,83,106,47,86
9,85,114,1,80
9,105,154,31,85
9,97,89,40,105
9,91,93,57,96
9,75,77,53,119
9,70,148,15,83
9,107,99,51,113
9,102,106,19,79
9,79,61,32,104
9,85,79,38,80
9,125,98,50,120
9,112,77,24,103
9,84,82,19,79
9,103,112,62,101
9,90,69,50,85
9,90,83,56,108
9,98,90,36,72
9,72,113,0,72
9,90,103,57,116
9,65,127,63,103
9,84,92,36,114
9,77,74,29,129
9,67,100,20,87
9,60,96,31,90
9,95,85,44,104
9,91,163,1,98
9,88,109,66,92
9,84,95,27,73
9,103,93,49,84
9,83,100,23,74
9,92,95,46,97
9,75,111,29,89
9,56,115,42,90
9,74,89,27,98
9,129,94,48,69
9,62,86,29,111
9,116,109,50,99
9,84,81,45,106
9,86,82,24,68
9,91,108,34,94
9,83,98,64,99
9,117,90,57,71
9,92,105,43,58
9,107,81,35,84
9,75,81,43,76
9,93,85,49,95
9,91,122,47,78
9,105,110,41,94
9,88,81,50,85
9,99,156,24,72
9,112,84,40,102
9,109,131,57,40
9,84,69,30,85
9,99,111,46,99
9,106,106,28,53
9,60,116,10,79
