label,sum_1,sum_2,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16
2,4,46,37,0,2,24,28,0,0,44,2,0,0,42,42,7
2,4,44,27,0,20,28,33,0,1,8,44,2,0,31,51,30
2,12,55,25,0,11,18,42,0,0,16,30,0,1,54,56,33
2,9,58,16,0,16,17,40,0,0,3,40,0,0,51,56,25
2,7,52,38,0,23,32,46,2,0,11,54,5,0,49,51,29
2,1,36,44,0,7,25,35,0,0,16,29,0,0,23,43,8
2,8,57,8,0,10,22,29,0,0,30,15,0,3,54,49,20
2,5,45,41,0,7,14,41,0,0,43,10,0,5,51,35,10
2,6,58,21,0,4,35,29,0,1,43,13,0,9,58,63,5
2,2,57,13,0,4,49,33,0,0,34,32,0,0,52,38,26
2,6,55,36,0,5,22,28,0,0,38,7,0,0,53,46,2
2,0,53,32,0,0,9,38,0,0,29,22,3,0,57,59,27
2,5,57,10,0,21,32,26,0,3,23,26,0,0,51,64,16
2,7,54,9,0,7,16,20,0,0,12,16,0,2,55,53,14
2,10,49,47,0,5,6,42,0,0,24,23,0,0,42,47,12
2,11,57,19,0,7,11,32,0,0,32,19,0,4,63,52,24
2,8,61,4,0,17,42,8,0,0,45,1,0,5,60,51,8
2,6,49,14,0,4,12,31,0,0,24,18,0,6,50,44,12
2,11,54,40,0,1,9,41,0,0,36,16,0,6,63,54,17
2,10,59,28,0,11,22,32,0,0,35,15,0,5,61,49,13
2,5,46,28,0,7,12,36,0,0,0,37,0,0,38,54,29
2,10,50,9,0,10,12,29,0,0,23,10,0,1,53,45,18
2,7,56,18,0,4,30,40,0,0,24,26,0,2,59,50,32
2,13,62,22,0,6,35,20,0,0,46,5,4,7,62,48,9
2,11,50,24,0,4,3,31,0,0,20,25,0,1,55,41,16
2,11,52,9,0,5,27,12,0,0,40,1,0,2,48,60,15
2,15,56,9,0,23,28,20,0,0,31,13,0,3,58,57,20
2,19,51,38,0,5,1,47,0,0,16,31,0,8,62,52,17
2,0,48,25,0,0,25,20,0,0,38,3,0,0,49,50,1
2,1,46,51,0,16,33,47,0,0,21,43,1,0,45,53,28
2,3,48,10,0,11,17,22,0,0,21,12,0,0,45,55,14
2,6,47,36,0,10,20,37,0,0,8,36,0,0,43,41,22
2,0,41,40,0,0,7,36,0,0,21,22,0,0,48,41,15
2,3,56,24,0,8,34,35,0,1,46,17,2,4,53,54,29
2,2,45,34,0,0,6,30,0,1,35,18,0,3,50,35,5
2,7,55,29,0,6,21,29,0,0,35,14,0,0,59,55,8
2,3,44,25,0,3,16,31,0,0,29,13,0,0,41,40,7
2,3,54,37,0,4,23,38,0,0,24,36,2,1,42,47,26
2,3,58,24,0,8,16,34,0,0,33,17,1,0,56,52,15
2,7,62,12,0,3,22,31,0,0,41,13,3,5,63,64,26
2,10,58,23,0,14,12,44,0,0,17,30,0,3,60,55,21
2,0,53,48,0,0,17,48,0,3,49,10,0,7,50,40,21
2,2,54,11,0,18,41,21,0,1,33,8,0,0,46,47,10
2,10,51,32,0,8,6,33,0,0,11,35,1,0,49,52,14
2,3,46,29,0,13,15,45,0,0,17,37,0,0,42,43,11
2,2,54,2,0,0,44,22,0,0,20,16,0,0,54,38,6
2,2,53,26,0,2,20,24,0,0,34,6,0,0,50,38,3
2,8,60,10,0,11,29,30,0,0,31,26,0,5,46,55,17
2,5,50,11,0,9,34,24,0,0,23,21,0,0,50,55,13
2,0,47,31,0,1,30,35,0,0,3,38,0,0,38,52,36
2,16,61,5,0,0,36,16,0,2,49,4,0,18,62,48,12
2,1,48,32,0,0,13,30,3,0,3,45,0,0,46,50,20
2,4,56,34,0,1,8,40,0,0,27,27,0,4,49,59,6
2,1,46,22,0,0,29,30,0,0,1,30,0,0,49,43,14
2,12,54,37,0,5,6,46,0,0,41,11,0,6,55,33,8
2,0,50,30,0,0,24,26,0,0,39,5,0,0,48,55,0
2,3,54,25,0,8,14,37,0,0,28,17,0,0,54,49,9
2,18,48,17,0,2,19,24,0,0,46,6,0,10,63,61,11
2,10,52,0,0,21,32,7,0,1,30,4,0,2,57,44,14
2,4,50,21,0,13,10,32,0,0,7,27,0,0,40,42,24
2,17,56,15,0,7,12,38,0,0,12,28,0,9,56,48,14
2,16,55,16,0,1,6,36,0,0,16,33,0,5,60,53,20
2,7,56,31,0,3,28,33,0,0,42,11,0,0,55,50,6
2,10,58,8,0,5,36,14,0,4,50,2,0,5,57,64,17
2,9,56,19,0,0,4,43,0,0,11,32,0,2,58,45,23
2,13,53,35,0,8,5,49,0,0,9,43,0,2,55,50,17
2,5,50,47,0,13,24,43,0,0,43,7,0,0,48,48,13
2,4,53,34,0,5,39,47,0,0,6,44,0,0,46,55,33
2,4,54,31,0,0,12,46,0,0,15,36,0,0,48,49,31
2,4,60,23,0,3,36,40,0,0,22,27,0,0,56,54,29
2,0,45,22,0,4,18,34,0,1,36,22,0,7,34,44,9
2,0,52,39,0,0,19,36,11,0,0,41,7,0,55,56,21
2,0,52,25,0,0,31,40,0,0,0,39,0,0,43,51,24
2,7,46,47,3,13,10,46,2,0,22,27,0,0,37,40,14
2,0,45,15,0,14,22,24,0,0,6,30,0,0,37,54,20
2,8,44,0,0,10,40,0,0,1,37,0,0,9,63,49,6
2,2,57,25,0,0,25,33,0,0,26,21,0,0,50,46,27
2,5,55,19,0,1,8,32,0,0,26,13,0,4,58,41,15
2,5,58,9,0,1,26,28,0,0,30,20,0,7,64,64,27
2,1,36,53,0,7,17,37,0,0,24,17,0,0,25,39,7
2,0,48,42,0,0,4,35,2,0,4,39,0,0,39,53,28
2,16,53,33,0,3,3,39,0,0,20,28,0,4,61,49,20
2,1,47,15,0,2,16,26,0,0,28,6,0,0,49,42,27
2,8,50,7,0,11,21,14,0,0,31,5,0,5,53,44,14
2,0,46,14,0,0,21,36,0,0,26,26,0,0,44,53,25
2,8,58,14,0,8,29,38,0,0,8,44,0,2,59,60,32
2,8,56,16,0,9,33,27,0,0,33,1,0,3,56,45,12
2,2,55,52,0,1,16,40,0,0,45,8,0,0,57,55,6
2,0,37,53,4,0,2,39,6,0,28,25,0,5,43,48,4
2,4,50,15,0,7,22,32,0,0,11,23,0,0,55,44,9
2,4,55,29,0,11,37,41,0,0,4,44,0,3,56,49,8
2,0,58,25,0,0,21,45,0,0,13,39,0,0,59,56,30
2,9,59,2,0,7,41,16,0,0,39,9,0,0,63,60,25
2,0,50,24,0,0,16,38,0,0,22,21,0,0,49,51,28
2,8,43,24,0,10,10,33,0,0,12,19,0,3,52,45,14
2,0,48,39,0,0,1,32,1,0,4,43,0,0,35,43,20
2,3,55,18,0,9,45,22,0,0,46,3,0,8,53,32,6
2,8,42,33,0,16,18,35,0,0,32,21,0,0,45,42,15
2,4,50,10,0,1,12,27,0,0,20,26,0,0,41,43,30
2,11,56,16,0,9,24,28,0,0,28,19,0,6,62,60,27
2,2,49,20,0,0,18,33,0,0,6,43,0,0,45,50,28
2,9,59,14,0,12,34,24,0,0,27,17,0,0,54,50,25
2,2,57,21,0,8,29,42,0,0,4,39,0,0,49,54,33
2,0,51,12,0,0,13,28,0,0,4,34,0,0,44,57,30
2,1,55,29,0,1,38,41,0,0,3,43,0,0,50,58,42
2,6,45,54,27,1,14,46,6,0,45,9,0,0,50,28,0
2,8,54,4,0,0,34,4,0,8,35,0,0,18,55,43,8
2,0,30,48,0,2,18,31,0,2,37,3,0,12,41,43,0
2,3,50,39,0,5,24,34,0,0,1,38,0,0,36,43,20
2,5,55,29,0,0,5,39,0,0,45,11,0,9,60,50,19
2,6,36,43,0,0,12,32,0,0,37,1,0,0,42,44,8
2,5,55,31,0,3,33,24,0,0,46,5,1,0,53,59,11
2,0,46,17,0,0,36,32,0,0,2,37,3,0,47,48,26
2,5,60,31,0,0,23,31,0,1,46,4,0,11,62,46,6
2,2,44,36,0,8,20,41,0,0,11,34,0,0,42,51,27
2,7,54,20,0,20,44,18,0,0,44,3,0,0,49,52,14
2,4,51,5,0,17,19,25,0,5,7,37,0,0,55,50,18
2,13,59,29,0,11,20,28,0,0,42,6,0,13,62,53,14
2,11,51,2,0,10,29,11,0,0,36,2,0,4,53,49,17
2,13,52,0,0,8,36,14,0,0,32,5,0,4,59,52,20
2,14,60,6,0,17,30,22,0,0,42,6,0,6,62,56,17
2,11,58,19,0,16,24,35,0,0,32,18,0,2,58,49,25
2,3,53,26,0,0,18,40,0,0,6,36,0,0,53,46,28
2,0,50,39,0,0,1,37,0,6,42,13,0,10,51,43,13
2,10,48,47,0,8,6,47,0,0,30,32,0,0,44,50,18
2,13,62,9,0,5,38,10,0,1,46,0,0,10,61,48,14
2,15,55,4,0,13,25,20,0,0,35,8,0,2,61,56,25
2,0,55,52,5,0,0,45,7,0,32,30,0,7,48,51,0
2,7,59,22,0,5,31,24,0,1,45,7,0,13,58,63,10
2,0,48,30,0,0,13,40,0,0,9,39,0,0,40,44,30
2,0,15,56,6,0,3,40,0,1,38,10,0,10,40,52,18
2,4,54,43,0,6,14,44,0,0,30,18,0,0,56,50,8
2,4,52,25,0,2,24,39,0,0,20,18,0,2,53,39,16
2,5,47,21,0,10,10,32,0,0,5,34,0,0,44,43,27
2,0,40,30,0,0,12,35,0,0,4,39,0,0,34,54,39
2,3,55,50,0,1,19,40,0,0,38,17,1,0,49,55,5
2,3,40,21,0,0,12,20,0,1,39,1,0,11,54,48,10
2,6,53,21,0,0,10,32,0,0,26,13,0,3,52,34,12
2,5,54,11,0,14,31,19,0,0,38,8,3,0,58,44,9
2,14,62,15,0,1,12,32,0,0,39,29,5,7,64,53,12
2,8,59,28,0,17,39,33,0,0,41,12,0,0,62,43,9
2,0,42,31,0,0,25,42,0,0,17,40,0,0,35,43,27
2,12,55,41,1,0,1,48,8,0,12,46,0,7,58,43,6
2,0,48,40,0,0,23,40,7,0,0,46,7,0,33,63,39
2,1,53,24,0,0,3,33,0,1,34,23,0,8,51,42,9
2,14,48,36,0,5,0,35,0,0,10,29,0,1,43,49,14
2,3,46,45,0,2,8,40,2,0,7,34,0,0,40,46,5
2,7,57,14,0,0,28,21,0,0,45,1,0,9,59,54,12
2,1,54,50,1,0,17,30,11,0,0,47,4,0,49,54,30
2,0,46,46,0,0,6,40,8,0,10,52,0,0,49,60,19
2,4,50,9,0,2,22,18,0,0,30,6,0,0,47,44,27
2,7,54,22,0,3,17,32,0,0,34,11,0,7,58,44,19
2,9,59,17,0,22,32,24,0,1,30,16,0,0,61,44,9
2,2,42,47,6,0,3,42,6,0,28,18,0,0,42,28,0
2,2,58,25,0,0,19,35,0,0,35,9,0,0,47,28,0
2,13,52,45,0,9,6,45,2,0,15,35,0,3,59,44,25
2,4,59,23,0,21,19,34,0,0,30,34,9,0,55,44,13
2,4,52,30,0,21,21,34,0,4,17,36,1,0,45,56,31
2,10,56,10,0,9,33,28,0,0,27,23,0,8,56,53,25
2,3,54,14,0,0,5,41,0,0,14,27,0,0,52,48,22
2,12,51,34,0,3,8,43,0,0,40,15,0,10,56,40,17
2,0,41,37,0,2,20,36,0,0,37,7,0,0,35,35,18
2,2,54,4,0,0,27,12,0,2,39,4,1,9,53,61,12
2,12,52,41,0,15,8,46,0,0,18,38,0,0,50,52,22
3,4,42,33,0,5,10,36,0,0,0,37,2,0,34,40,12
3,4,53,48,4,0,6,50,6,0,5,38,22,2,39,49,28
3,0,56,48,3,0,22,48,5,0,11,43,12,2,42,48,9
3,2,43,60,7,0,22,47,0,0,1,50,16,3,46,43,2
3,15,54,32,0,5,25,39,0,0,7,45,18,6,49,49,14
3,10,48,37,0,0,0,52,8,0,4,58,8,10,44,45,8
3,6,43,31,0,0,25,47,0,0,17,49,15,6,52,25,0
3,14,52,53,0,8,32,52,0,0,6,56,6,0,29,45,5
3,9,45,46,0,1,30,40,0,0,2,30,18,0,30,42,11
3,1,49,44,5,0,20,43,2,0,18,45,3,7,52,50,5
3,10,43,43,0,0,3,44,1,0,7,49,10,0,40,42,9
3,4,39,48,5,6,9,42,1,0,6,53,4,0,14,44,4
3,3,39,53,0,0,38,22,0,0,12,45,7,1,38,38,5
3,0,46,52,7,0,6,39,9,0,29,50,6,0,22,46,15
3,8,43,47,0,5,8,39,0,0,4,48,10,0,20,44,10
3,6,34,39,6,0,5,44,4,0,5,43,0,5,33,41,0
3,10,44,54,0,0,12,43,0,0,0,39,20,4,46,44,10
3,6,46,49,0,3,23,33,0,0,1,43,6,0,41,48,11
3,1,49,51,0,0,24,38,0,0,18,52,1,0,35,44,0
3,17,51,55,9,2,8,50,7,0,24,29,0,4,45,40,0
3,0,55,41,0,0,26,46,0,0,16,51,9,4,51,45,8
3,13,47,48,8,7,22,57,3,1,4,29,24,12,43,45,5
3,10,46,48,0,5,13,45,0,0,9,45,12,3,42,45,13
3,0,37,45,12,0,22,43,0,0,12,44,11,0,35,32,1
3,0,33,37,3,6,36,42,1,1,10,36,9,0,39,35,5
3,9,47,28,0,1,9,38,0,0,9,42,12,5,46,39,3
3,3,46,29,0,0,18,31,0,0,15,43,10,0,37,40,2
3,5,47,54,0,1,20,52,1,0,28,48,16,0,52,35,1
3,4,36,29,0,0,21,34,0,0,5,39,6,3,41,41,3
3,8,49,37,0,0,15,51,1,0,19,43,18,3,53,52,8
3,5,49,37,0,3,17,47,0,0,4,38,15,0,50,47,5
3,2,55,22,0,0,19,47,0,0,12,35,13,0,44,48,20
3,6,45,36,0,1,19,35,0,0,9,43,11,0,37,40,4
3,13,47,40,0,5,10,45,0,0,5,41,12,5,40,41,3
3,10,50,31,0,2,35,38,0,0,3,33,18,0,43,46,17
3,7,51,35,0,0,22,53,0,0,19,43,14,0,44,46,3
3,0,47,40,7,0,12,44,0,0,2,29,12,8,29,39,4
3,1,43,47,0,0,13,45,0,0,16,51,2,0,32,40,2
3,10,59,47,1,1,22,47,1,0,6,47,9,5,37,47,3
3,4,37,36,0,4,39,21,0,2,29,40,4,4,29,43,7
3,6,40,43,0,0,16,27,0,0,12,42,5,0,14,49,10
3,4,46,30,0,10,17,38,0,0,0,27,13,0,36,40,12
3,7,37,46,12,0,10,46,3,0,4,39,9,0,34,39,6
3,4,44,38,0,0,17,38,0,0,10,36,10,0,37,36,3
3,2,51,37,0,0,47,29,0,0,14,48,7,7,47,43,2
3,4,50,25,0,5,28,35,0,0,8,34,16,0,39,41,3
3,4,39,49,2,0,18,45,0,0,10,37,1,1,32,46,4
3,4,38,45,0,4,10,47,1,0,9,32,14,0,25,38,3
3,10,45,55,5,0,16,44,1,0,8,49,10,2,41,34,1
3,9,45,32,0,1,19,36,0,0,11,39,8,10,37,43,9
3,14,48,38,0,2,18,50,0,0,12,43,19,4,49,48,14
3,11,51,40,0,0,3,50,0,0,2,49,5,0,33,51,10
3,7,47,57,0,0,38,23,0,0,25,49,5,0,46,36,3
3,6,36,45,4,0,25,47,0,0,4,32,9,9,40,36,2
3,11,55,26,0,1,29,44,0,0,11,51,11,2,41,48,5
3,9,42,21,0,7,16,39,0,0,8,23,17,0,31,38,5
3,5,37,53,0,0,0,53,0,0,0,50,9,0,32,37,3
3,5,48,33,0,1,22,42,0,0,0,35,10,0,43,38,2
3,2,40,39,0,0,20,35,0,7,45,34,2,3,48,45,8
3,6,37,49,4,4,12,43,0,0,3,34,8,0,35,38,11
3,7,41,43,0,0,31,37,0,0,15,39,8,5,36,39,8
3,2,49,37,0,2,27,39,0,0,17,49,4,0,45,40,3
3,7,41,27,0,0,10,33,0,0,6,38,4,3,37,41,11
3,0,43,37,0,0,40,39,1,0,11,30,10,8,40,44,3
3,6,42,52,0,0,15,50,1,0,2,32,14,0,28,33,1
3,9,41,55,5,0,20,41,0,0,22,29,0,4,45,14,0
3,8,53,34,0,3,17,43,1,0,20,38,15,0,50,50,8
3,5,46,49,0,1,22,45,0,0,16,40,16,0,43,46,7
3,12,49,58,1,8,8,49,0,0,0,55,0,0,34,38,0
3,4,41,40,0,0,17,38,0,0,11,42,11,2,35,37,2
3,13,43,39,0,0,27,22,0,0,4,42,3,1,36,43,20
3,2,52,40,0,0,36,27,0,0,4,41,13,0,40,39,1
3,9,45,34,0,0,9,40,0,0,5,38,10,2,40,43,9
3,0,39,50,4,0,13,44,0,0,10,47,5,0,28,23,0
3,7,44,40,0,4,22,31,0,0,3,43,0,0,36,50,11
3,1,42,33,0,2,13,41,0,0,6,34,12,2,39,42,11
3,6,49,56,3,4,51,29,0,0,22,58,8,0,36,36,0
3,0,30,52,0,0,0,57,3,0,0,34,27,0,24,50,8
3,5,51,57,0,1,24,43,0,0,20,53,5,0,44,45,1
3,4,52,56,2,0,37,43,0,0,3,40,18,6,38,49,19
3,0,41,39,0,0,5,42,0,0,5,35,18,0,33,42,13
3,2,38,53,2,0,11,43,0,0,0,40,3,0,28,45,4
3,7,48,34,0,0,17,36,0,0,15,48,8,1,42,46,12
3,7,47,44,0,0,24,35,0,0,12,45,7,3,44,49,6
3,2,52,43,0,0,19,47,0,0,0,36,11,9,42,44,5
3,0,32,51,0,0,20,33,0,0,8,37,2,0,31,42,4
3,6,54,44,0,0,42,45,0,1,4,41,15,12,39,49,10
3,0,42,50,1,0,15,51,1,0,3,40,11,0,33,45,24
3,6,43,52,3,8,13,49,0,0,2,52,3,0,30,32,1
3,6,48,45,1,0,30,36,0,0,10,45,9,4,39,40,5
3,0,33,41,14,0,14,32,13,0,11,36,0,0,39,37,0
3,2,42,49,1,0,14,29,0,0,17,45,5,3,34,39,3
3,6,42,47,0,9,38,50,1,0,18,23,16,0,41,41,4
3,10,52,27,0,1,16,30,0,0,12,41,5,3,40,44,16
3,14,46,34,0,1,10,42,0,0,4,35,13,3,41,41,6
3,0,36,47,0,0,11,54,3,0,3,30,23,0,40,47,25
3,2,47,54,29,1,2,45,10,0,0,42,16,0,30,41,1
3,8,52,31,0,1,13,42,0,0,6,28,21,0,35,42,21
3,6,52,24,0,2,28,34,0,0,11,46,6,0,53,38,2
3,9,46,41,0,5,8,38,0,1,42,45,6,0,39,43,13
3,6,48,37,0,3,39,16,0,0,19,33,0,0,40,54,10
3,3,49,46,0,1,23,46,0,0,20,55,4,2,49,38,0
3,4,49,47,0,0,23,39,0,0,4,46,6,2,40,44,8
3,6,40,42,10,0,6,41,3,0,8,46,1,5,34,40,1
3,10,51,40,0,6,29,33,0,0,8,46,0,0,37,30,0
3,11,51,8,0,5,30,19,0,0,15,45,8,8,41,41,4
3,6,52,38,0,0,33,18,0,0,25,42,0,0,43,55,7
3,5,47,39,0,1,10,41,0,0,1,44,7,0,43,51,9
3,8,52,26,0,0,38,36,0,0,27,46,4,5,46,43,5
3,0,33,44,0,3,19,43,0,0,2,40,3,0,25,44,0
3,4,41,48,7,0,23,43,2,0,19,48,2,10,43,40,1
3,6,44,43,0,0,15,39,0,0,31,44,11,0,37,38,3
3,0,39,42,0,0,18,38,0,0,10,28,12,0,32,34,21
3,9,50,48,0,1,38,21,0,0,35,37,0,2,32,50,8
3,8,50,40,0,2,35,23,0,0,18,40,5,0,39,44,22
3,7,39,54,0,0,0,45,0,0,0,40,9,0,34,51,6
3,4,41,36,0,4,11,39,0,0,0,31,8,3,36,41,8
3,4,46,48,0,1,12,46,0,0,21,46,8,0,24,46,5
3,2,46,41,0,0,18,41,0,0,4,44,8,0,38,42,1
3,12,55,28,0,0,11,43,0,0,16,41,13,7,48,43,4
3,10,43,45,0,0,10,45,0,0,20,40,16,3,46,40,4
3,2,44,44,0,0,9,37,0,0,2,38,10,0,38,41,3
3,3,46,49,0,3,24,49,0,0,14,47,9,0,44,43,3
3,0,41,48,3,0,7,52,2,0,8,36,22,0,42,46,26
3,9,45,32,0,2,34,33,0,1,11,40,6,5,41,43,9
3,9,50,32,0,0,37,25,0,0,12,46,10,1,50,44,8
3,0,40,38,0,0,10,33,0,2,32,41,0,0,32,35,0
3,0,51,36,0,0,0,46,1,0,0,27,16,0,34,44,12
3,1,46,61,16,0,11,48,2,0,5,54,6,0,37,49,2
3,4,47,44,0,0,3,52,0,0,4,37,20,0,35,44,16
3,1,45,25,0,2,25,24,0,0,12,48,2,0,28,50,3
3,0,47,44,0,0,23,45,0,0,9,40,6,0,36,51,25
3,0,36,46,4,0,11,46,1,0,7,44,0,3,47,41,0
3,0,47,37,0,1,17,43,0,0,25,38,13,0,33,50,21
3,4,46,42,2,0,36,45,1,0,3,41,9,4,45,37,0
3,0,44,50,45,0,0,44,12,0,0,51,6,0,35,46,4
3,7,46,34,0,3,25,37,0,0,21,46,9,4,47,51,7
3,5,51,40,0,1,27,49,0,0,9,46,14,1,54,54,4
3,12,49,52,0,3,11,45,0,0,2,47,6,0,38,51,17
3,0,39,38,0,0,19,35,0,0,10,35,10,0,37,41,12
3,0,40,57,3,0,10,46,0,0,5,46,10,0,38,37,0
3,4,48,35,0,0,21,38,0,0,3,47,5,4,39,46,3
3,4,44,36,0,0,10,47,0,0,1,32,17,3,41,44,8
3,3,42,34,0,0,13,42,0,0,8,40,7,4,43,45,11
3,1,46,39,0,2,21,47,0,0,12,46,14,0,42,46,15
3,1,48,32,0,1,33,35,0,0,9,43,9,0,46,30,0
3,0,41,50,1,0,26,50,1,0,16,43,5,0,42,56,8
3,12,53,57,2,7,14,51,0,0,3,53,5,0,39,43,1
3,0,56,55,1,0,32,46,1,0,7,46,2,0,37,58,11
3,7,47,52,0,4,12,47,0,0,0,60,3,0,31,31,0
3,3,48,20,0,0,22,25,0,0,7,44,17,0,33,40,12
3,9,50,33,0,19,30,47,0,0,11,33,23,0,35,46,16
3,9,49,42,0,11,19,43,0,0,8,40,14,0,34,45,20
3,7,54,48,0,0,23,40,0,0,5,47,11,4,51,51,7
3,3,50,35,0,3,34,41,0,0,7,47,6,0,35,37,5
3,0,51,47,1,0,28,56,1,0,4,25,31,0,41,54,18
3,0,40,35,2,0,13,44,5,0,17,41,9,5,38,42,8
3,5,31,39,6,0,19,38,1,0,21,33,6,0,31,35,5
3,8,38,31,0,2,6,42,0,0,24,49,12,2,45,39,0
3,0,42,64,14,0,34,51,2,0,3,50,9,0,33,35,0
3,0,34,35,0,0,6,43,0,0,16,38,1,0,25,40,15
3,0,42,46,3,0,1,41,11,0,15,50,0,3,37,52,1
3,10,38,49,4,0,3,45,7,0,25,44,13,0,26,42,11
3,8,41,22,0,4,29,24,0,0,9,38,4,0,40,43,17
3,0,37,49,0,0,11,31,0,0,10,51,6,0,33,39,3
3,5,44,39,0,3,15,48,1,0,14,34,16,0,27,39,1
3,0,52,19,0,13,64,28,0,0,14,49,10,0,49,44,1
3,0,41,43,0,3,37,20,0,1,21,43,8,5,44,45,2
3,7,39,47,11,3,14,38,2,0,9,28,0,0,32,38,0
3,19,49,49,9,8,15,52,4,0,31,32,0,8,46,39,0
3,3,45,29,0,0,7,55,0,0,10,48,5,5,43,44,6
3,9,48,48,2,4,24,45,1,0,19,44,15,0,41,48,16
3,5,51,51,0,3,20,54,1,0,8,32,20,0,51,49,8
3,13,50,44,0,3,30,48,0,0,4,36,15,4,54,45,13
3,8,44,53,0,0,7,42,0,0,5,52,10,0,26,41,1
3,0,41,49,11,0,5,49,5,0,8,44,9,0,30,25,0
3,4,39,43,0,0,16,33,0,0,8,48,7,0,34,30,0
3,0,41,34,0,0,21,37,0,0,7,47,7,0,38,42,3
3,9,50,29,0,3,30,55,0,0,10,39,22,2,45,48,18
3,10,53,37,0,7,19,47,0,0,23,48,20,0,44,48,5
3,7,54,41,0,9,25,55,2,0,10,33,21,0,49,51,6
3,4,44,44,0,7,16,39,0,0,6,40,8,0,31,43,7
3,8,37,35,0,0,18,37,0,0,10,41,6,2,45,38,6
3,2,44,41,0,0,15,43,0,0,0,36,10,0,32,40,18
3,1,39,42,19,0,21,35,9,0,29,46,3,0,31,38,3
3,5,55,46,0,1,20,54,2,0,23,50,11,2,51,50,5
3,3,48,48,9,1,10,45,4,0,2,44,0,0,35,41,3
3,0,46,47,0,0,3,49,2,0,10,33,17,1,42,45,7
3,12,53,18,0,3,22,24,0,0,14,46,5,2,40,45,11
3,11,53,22,0,0,25,33,0,0,12,45,9,8,36,39,26
3,3,43,55,8,3,21,50,4,0,3,48,15,0,33,53,9
3,9,49,41,0,3,10,34,0,0,3,45,5,0,31,41,6
3,1,33,42,0,0,11,39,0,0,12,48,5,0,39,40,1
3,12,46,39,0,3,28,49,1,0,1,24,17,2,45,43,11
3,10,47,45,0,1,29,30,0,0,24,42,9,1,35,46,20
3,1,54,53,1,0,28,51,1,0,4,47,0,0,30,57,2
3,5,48,52,4,0,19,30,0,0,19,20,0,3,31,34,0
3,7,41,27,0,3,8,46,0,0,10,35,13,0,33,48,6
3,6,48,64,13,0,16,49,1,0,0,37,19,0,27,48,5
4,0,8,25,0,1,38,18,18,15,48,52,8,0,3,43,0
4,0,7,36,0,0,40,17,0,16,53,50,8,8,27,52,5
4,0,24,23,0,8,52,21,26,17,58,57,12,0,12,36,0
4,0,3,48,0,1,30,52,2,18,56,59,8,0,3,54,0
4,0,11,36,2,1,47,34,32,21,47,60,11,0,0,39,0
4,0,21,17,0,0,32,32,0,11,50,54,6,4,23,30,0
4,0,8,43,0,0,40,19,1,25,49,52,8,9,29,45,0
4,0,18,36,0,4,50,20,14,22,61,61,12,0,8,48,0
4,0,42,13,0,16,36,33,16,14,54,45,0,0,28,20,0
4,0,36,4,0,11,47,19,18,4,46,52,4,0,29,16,0
4,0,20,34,3,5,48,42,9,16,54,60,12,0,14,36,0
4,9,47,13,17,9,58,58,8,0,31,36,0,0,48,1,0
4,0,28,20,0,5,42,43,2,11,45,47,8,0,21,13,0
4,0,18,32,22,0,53,44,28,0,16,53,3,0,13,32,0
4,0,33,25,5,7,40,44,8,14,48,47,6,0,24,14,0
4,0,39,4,0,10,46,50,6,9,38,37,5,0,34,8,0
4,5,41,9,9,16,37,46,11,1,43,37,5,2,36,0,0
4,0,33,13,0,4,46,48,0,27,55,62,9,2,33,31,0
4,0,17,27,3,8,53,31,28,7,44,59,7,0,4,44,0
4,0,16,26,0,0,42,24,13,14,49,53,2,5,20,31,0
4,0,16,44,4,6,38,45,7,0,16,38,2,0,7,32,0
4,0,23,43,0,11,41,13,9,7,36,56,7,0,5,40,0
4,0,30,12,0,3,45,14,11,29,56,57,13,4,21,29,0
4,0,15,33,11,4,41,12,36,39,43,52,4,11,12,32,0
4,0,12,34,3,1,41,23,28,34,53,54,6,4,6,38,0
4,0,12,35,8,3,46,23,27,13,48,61,8,0,2,41,0
4,0,30,26,11,7,51,41,21,9,46,56,11,0,18,26,0
4,0,10,38,6,1,43,26,29,16,49,60,13,0,4,49,0
4,0,9,38,0,0,21,36,2,25,58,56,1,11,16,43,0
4,0,2,52,0,0,33,35,3,13,55,58,16,0,0,52,6
4,0,50,6,24,16,32,42,11,11,56,36,0,0,39,1,0
4,0,18,45,33,9,63,46,29,0,6,42,8,0,0,47,0
4,0,4,36,0,0,32,17,6,10,23,28,9,8,38,45,3
4,0,24,51,7,14,55,48,16,1,8,42,2,0,4,33,0
4,0,18,23,0,2,40,30,12,14,43,50,0,0,21,48,2
4,0,22,34,14,10,50,39,24,3,28,51,2,0,8,36,0
4,0,18,31,0,3,47,14,7,19,56,64,14,0,10,46,0
4,0,13,25,0,0,40,19,13,15,55,55,4,0,10,34,1
4,0,9,26,0,1,46,19,15,6,35,59,4,0,3,44,0
4,0,0,35,0,0,26,29,11,6,46,44,6,9,21,30,0
4,0,30,25,0,10,40,33,15,11,54,55,10,0,14,30,0
4,0,44,5,1,2,46,43,5,25,55,55,6,0,39,5,0
4,0,31,11,8,4,38,38,7,2,48,49,7,0,23,8,0
4,0,32,16,0,4,56,37,16,14,50,57,3,0,25,31,0
4,0,17,27,0,2,50,45,2,6,40,60,4,0,5,35,0
4,0,25,16,0,3,36,9,23,3,45,52,7,0,7,30,0
