label,sum_1,sum_2,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_26,sum_27,sum_28,sum_29,sum_30,sum_31,sum_32,sum_33,sum_34,sum_35,sum_36,sum_37,sum_38,sum_39,sum_40,sum_41,sum_42,sum_43,sum_44,sum_45,sum_46,sum_47,sum_48,sum_49,sum_50,sum_51,sum_52,sum_53,sum_54,sum_55,sum_56,sum_57,sum_58,sum_59,sum_60,sum_61,sum_62,sum_63,sum_64,sum_65,sum_66,sum_67,sum_68,sum_69,sum_70,sum_71,sum_72,sum_73,sum_74,sum_75,sum_76,sum_77,sum_78,sum_79,sum_80,sum_81,sum_82,sum_83,sum_84,sum_85,sum_86,sum_87,sum_88,sum_89,sum_90,sum_91,sum_92,sum_93,sum_94,sum_95,sum_96,sum_97,sum_98,sum_99,sum_100,sum_101,sum_102,sum_103,sum_104,sum_105,sum_106,sum_107,sum_108,sum_109,sum_110,sum_111,sum_112,sum_113,sum_114,sum_115,sum_116,sum_117,sum_118,sum_119,sum_120,sum_121,sum_122,sum_123,sum_124,sum_125,sum_126,sum_127,sum_128,sum_129,sum_130,sum_131,sum_132,sum_133,sum_134,sum_135,sum_136,sum_137,sum_138,sum_139,sum_140,sum_141,sum_142,sum_143,sum_144,sum_145,sum_146,sum_147,sum_148,sum_149,sum_150,sum_151,sum_152,sum_153,sum_154,sum_155,sum_156,sum_157,sum_158,sum_159,sum_160,sum_161,sum_162,sum_163,sum_164,sum_165,sum_166,sum_167,sum_168,sum_169,sum_170,sum_171,sum_172,sum_173,sum_174,sum_175,sum_176,sum_177,sum_178,sum_179,sum_180,sum_181,sum_182,sum_183,sum_184,sum_185,sum_186,sum_187,sum_188,sum_189,sum_190,sum_191,sum_192,sum_193,sum_194,sum_195,sum_196,sum_197,sum_198,sum_199,sum_200,sum_201,sum_202,sum_203,sum_204,sum_205,sum_206,sum_207,sum_208,sum_209,sum_210,sum_211,sum_212,sum_213,sum_214,sum_215,sum_216,sum_217,sum_218,sum_219,sum_220,sum_221,sum_222,sum_223,sum_224,sum_225,sum_226,sum_227,sum_228,sum_229,sum_230,sum_231,sum_232,sum_233,sum_234,sum_235,sum_236,sum_237,sum_238,sum_239,sum_240,sum_241,sum_242,sum_243,sum_244,sum_245,sum_246,sum_247,sum_248,sum_249,sum_250,sum_251,sum_252,sum_253,sum_254,sum_255,sum_256
1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,2,0,0,0,0,0,0,0,1,4,4,4,2,4,4,4,4,0,0,0,0,0,0,0,1,2,3,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0
1,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,4,4,2,1,0,0,0,0,0,0
1,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,0,0,0,0,0
1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,2,4,4,4,4,4,3,1,0,0,0,0,0,0,0,0,1,4,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0
1,0,0,0,0,0,2,3,4,4,4,2,1,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,0,0,0
1,0,0,0,0,0,0,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,0
1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,1,0,0,0,0,0,0,0,1,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,1,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,0,0,0,0,0
1,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,3,2,2,1,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,2,0
1,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0
1,0,0,0,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,1,4,4,3,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0
1,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,1,0,0,0,0,0,0,0,0,1,3,4,4,4,4,2,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,4,1,0,0,0,0,0,0,0,1,2,1,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0
1,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,4,4,3,2,4,4,4,3,0,0,0,0,0,0,0,0,2,1,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,1,0,0,0
1,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,2,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,0
1,0,0,0,0,0,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,3,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,0,0,0,0,0
1,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,2,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,2,0,0,0,0,0,0,3,4,4,4,2,3,4,4,4,1,0,0,0,0,0,0,3,4,4,2,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,2,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,2,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,2,4,4,4,4,3,2,4,4,4,2,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,0,0,0,0
1,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,1,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,1,2,3,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,2,0,0,0
1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,2,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,3,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,3
1,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,2,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,4,2,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0
1,0,0,0,0,0,3,4,4,2,2,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,3,4,4,4,4,3,1,0,0,0,0,0,0,0,0,1,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,4,4,4,3,0,4,4,4,2,0,0,0,0,0,0,0,1,2,1,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0
1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,1,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,4,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0
1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,3,2,1,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,2,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0
